Adm_No,Name,Class,Gender,Subject,Marks,Percentage,Term
7934,Student_7934,II,Female,Science,48.0,36.1,Final
7935,Student_7935,III,Other,Science,73.0,61.6,Mid
7936,Student_7936,I,Female,Science,73.4,54.5,Final
7937,Student_7937,II,Male,Science,84.0,72.5,Mid
7938,Student_7938,III,Other,Science,59.9,56.7,Final
7939,Student_7939,I,Male,Science,91.4,92.4,Mid
7940,Student_7940,II,Other,Science,64.0,69.3,Final
7941,Student_7941,III,Male,Science,67.7,55.4,Mid
7942,Student_7942,I,Female,Science,40.9,50.7,Final
7943,Student_7943,II,Other,Science,25.5,25.8,Mid
7944,Student_7944,III,Female,Science,60.4,59.4,Final
7945,Student_7945,I,Other,Science,98.2,98.0,Mid
7946,Student_7946,II,Male,Science,36.7,53.3,Final
7947,Student_7947,III,Male,Science,33.6,33.9,Mid
7948,Student_7948,I,Male,Science,60.4,62.8,Final
7949,Student_7949,II,Male,Science,49.3,37.8,Mid
7950,Student_7950,III,Male,Science,94.4,83.2,Final
7951,Student_7951,I,Female,Science,87.3,95.5,Mid
7952,Student_7952,II,Male,Science,75.8,65.1,Final
7953,Student_7953,III,Other,Science,84.6,91.7,Mid
7954,Student_7954,I,Male,Science,45.4,50.4,Final
7955,Student_7955,II,Other,Science,77.1,76.3,Mid
7956,Student_7956,III,Other,Science,62.2,56.2,Final
7957,Student_7957,I,Other,Science,69.1,80.7,Mid
7958,Student_7958,II,Other,Science,100.0,100.0,Final
7959,Student_7959,III,Other,Science,65.6,68.3,Mid
7960,Student_7960,I,Other,Science,34.6,40.7,Final
7961,Student_7961,II,Female,Science,30.5,41.6,Mid
7962,Student_7962,III,Female,Science,56.4,52.9,Final
7963,Student_7963,I,Female,Science,48.4,39.8,Mid
7964,Student_7964,II,Female,Science,41.9,56.5,Final
7965,Student_7965,III,Female,Science,49.8,60.8,Mid
7966,Student_7966,I,Male,Science,22.5,32.2,Final
7967,Student_7967,II,Other,Science,85.9,81.5,Mid
7968,Student_7968,III,Other,Science,30.1,25.3,Final
7969,Student_7969,I,Other,Science,39.8,38.4,Mid
7970,Student_7970,II,Male,Science,8.5,23.1,Final
7971,Student_7971,III,Other,Science,94.2,95.4,Mid
7972,Student_7972,I,Female,Science,44.1,61.8,Final
7973,Student_7973,II,Male,Science,44.6,42.6,Mid
7974,Student_7974,III,Other,Science,53.9,45.8,Final
7975,Student_7975,I,Other,Science,27.1,49.1,Mid
7976,Student_7976,II,Other,Science,74.3,90.7,Final
7977,Student_7977,III,Female,Science,58.5,66.1,Mid
7978,Student_7978,I,Male,Science,46.2,52.6,Final
7979,Student_7979,II,Male,Science,58.6,58.8,Mid
7980,Student_7980,III,Other,Science,66.2,50.2,Final
7981,Student_7981,I,Other,Science,59.5,58.6,Mid
7982,Student_7982,II,Male,Science,52.9,63.5,Final
7983,Student_7983,III,Other,Science,41.9,73.2,Mid
7984,Student_7984,I,Male,Science,57.9,46.3,Final
7985,Student_7985,II,Other,Science,23.4,27.2,Mid
7986,Student_7986,III,Male,Science,67.4,58.2,Final
7987,Student_7987,I,Other,Science,85.0,83.7,Mid
7988,Student_7988,II,Male,Science,56.4,59.0,Final
7989,Student_7989,III,Female,Science,92.0,98.2,Mid
7990,Student_7990,I,Other,Science,76.4,72.1,Final
7991,Student_7991,II,Other,Science,91.9,82.9,Mid
7992,Student_7992,III,Female,Science,72.9,63.3,Final
7993,Student_7993,I,Other,Science,92.5,88.1,Mid
7994,Student_7994,II,Male,Science,65.3,66.0,Final
7995,Student_7995,III,Female,Science,87.3,79.5,Mid
7996,Student_7996,I,Other,Science,55.1,62.7,Final
7997,Student_7997,II,Male,Science,62.3,52.9,Mid
7998,Student_7998,III,Female,Science,51.9,62.6,Final
7999,Student_7999,I,Female,Science,74.2,66.8,Mid
8000,Student_8000,II,Female,Science,98.1,89.0,Final
8001,Student_8001,III,Other,Science,62.7,61.0,Mid
8002,Student_8002,I,Female,Science,100.0,97.7,Final
8003,Student_8003,II,Other,Science,56.0,53.7,Mid
8004,Student_8004,III,Female,Science,96.8,100.0,Final
8005,Student_8005,I,Other,Science,66.9,73.3,Mid
8006,Student_8006,II,Female,Science,82.8,79.1,Final
8007,Student_8007,III,Other,Science,76.7,76.9,Mid
8008,Student_8008,I,Female,Science,95.1,92.7,Final
8009,Student_8009,II,Other,Science,35.8,30.0,Mid
8010,Student_8010,III,Other,Science,72.0,62.5,Final
8011,Student_8011,I,Male,Science,86.5,89.8,Mid
8012,Student_8012,II,Male,Science,34.4,41.6,Final
8013,Student_8013,III,Male,Science,73.3,73.8,Mid
8014,Student_8014,I,Female,Science,63.2,65.2,Final
8015,Student_8015,II,Female,Science,71.5,86.6,Mid
8016,Student_8016,III,Male,Science,89.1,92.5,Final
8017,Student_8017,I,Other,Science,42.4,49.7,Mid
8018,Student_8018,II,Other,Science,68.5,71.8,Final
8019,Student_8019,III,Female,Science,53.0,50.2,Mid
8020,Student_8020,I,Male,Science,54.0,75.9,Final
8021,Student_8021,II,Other,Science,47.6,45.8,Mid
8022,Student_8022,III,Male,Science,46.9,39.2,Final
8023,Student_8023,I,Male,Science,75.3,71.1,Mid
8024,Student_8024,II,Other,Science,10.7,18.6,Final
8025,Student_8025,III,Other,Science,92.3,74.0,Mid
8026,Student_8026,I,Female,Science,26.8,37.4,Final
8027,Student_8027,II,Male,Science,95.3,93.4,Mid
8028,Student_8028,III,Male,Science,90.1,72.4,Final
8029,Student_8029,I,Other,Science,69.5,74.2,Mid
8030,Student_8030,II,Male,Science,97.6,99.9,Final
8031,Student_8031,III,Other,Science,94.6,93.3,Mid
8032,Student_8032,I,Female,Science,70.6,64.9,Final
8033,Student_8033,II,Female,Science,90.8,65.1,Mid
8034,Student_8034,III,Other,Science,60.8,57.8,Final
8035,Student_8035,I,Female,Science,77.2,77.1,Mid
8036,Student_8036,II,Female,Science,86.5,82.1,Final
8037,Student_8037,III,Female,Science,53.7,72.0,Mid
8038,Student_8038,I,Male,Science,83.2,71.3,Final
8039,Student_8039,II,Female,Science,70.4,48.0,Mid
8040,Student_8040,III,Female,Science,100.0,85.1,Final
8041,Student_8041,I,Male,Science,92.2,88.4,Mid
8042,Student_8042,II,Female,Science,31.4,40.3,Final
8043,Student_8043,III,Female,Science,48.5,53.9,Mid
8044,Student_8044,I,Male,Science,99.4,100.0,Final
8045,Student_8045,II,Other,Science,42.7,45.8,Mid
8046,Student_8046,III,Other,Science,61.5,67.0,Final
8047,Student_8047,I,Female,Science,60.8,67.5,Mid
8048,Student_8048,II,Male,Science,55.5,63.3,Final
8049,Student_8049,III,Female,Science,26.1,39.5,Mid
8050,Student_8050,I,Other,Science,37.3,33.6,Final
8051,Student_8051,II,Male,Science,85.0,72.7,Mid
8052,Student_8052,III,Other,Science,61.3,56.5,Final
8053,Student_8053,I,Other,Science,87.8,71.3,Mid
8054,Student_8054,II,Male,Science,100.0,90.5,Final
8055,Student_8055,III,Male,Science,99.2,90.2,Mid
8056,Student_8056,I,Other,Science,57.5,69.6,Final
8057,Student_8057,II,Other,Science,48.9,57.9,Mid
8058,Student_8058,III,Other,Science,40.3,44.7,Final
8059,Student_8059,I,Female,Science,61.7,64.4,Mid
8060,Student_8060,II,Female,Science,60.5,71.7,Final
8061,Student_8061,III,Female,Science,99.8,85.5,Mid
8062,Student_8062,I,Female,Science,94.0,79.5,Final
8063,Student_8063,II,Other,Science,31.5,40.0,Mid
8064,Student_8064,III,Male,Science,66.7,69.4,Final
8065,Student_8065,I,Male,Science,65.1,74.1,Mid
8066,Student_8066,II,Male,Science,79.5,87.6,Final
8067,Student_8067,III,Other,Science,52.1,40.9,Mid
8068,Student_8068,I,Other,Science,65.0,74.1,Final
8069,Student_8069,II,Male,Science,55.1,52.9,Mid
8070,Student_8070,III,Male,Science,71.0,99.7,Final
8071,Student_8071,I,Male,Science,85.2,67.9,Mid
8072,Student_8072,II,Male,Science,85.1,84.3,Final
8073,Student_8073,III,Female,Science,60.4,51.8,Mid
8074,Student_8074,I,Female,Science,92.4,89.4,Final
8075,Student_8075,II,Female,Science,67.1,63.9,Mid
8076,Student_8076,III,Male,Science,27.6,35.6,Final
8077,Student_8077,I,Female,Science,42.4,53.3,Mid
8078,Student_8078,II,Other,Science,21.9,42.0,Final
8079,Student_8079,III,Female,Science,96.8,78.5,Mid
8080,Student_8080,I,Other,Science,80.4,66.9,Final
8081,Student_8081,II,Other,Science,69.9,57.1,Mid
8082,Student_8082,III,Other,Science,59.7,63.0,Final
8083,Student_8083,I,Female,Science,88.1,80.7,Mid
8084,Student_8084,II,Male,Science,93.2,100.0,Final
8085,Student_8085,III,Female,Science,64.7,52.6,Mid
8086,Student_8086,I,Female,Science,70.9,72.1,Final
8087,Student_8087,II,Other,Science,52.8,57.0,Mid
8088,Student_8088,III,Other,Science,57.5,66.5,Final
8089,Student_8089,I,Female,Science,86.9,88.5,Mid
8090,Student_8090,II,Female,Science,52.5,63.1,Final
8091,Student_8091,III,Other,Science,36.9,52.4,Mid
8092,Student_8092,I,Other,Science,73.2,77.7,Final
8093,Student_8093,II,Other,Science,76.1,72.6,Mid
8094,Student_8094,III,Female,Science,39.7,43.2,Final
8095,Student_8095,I,Female,Science,71.7,80.5,Mid
8096,Student_8096,II,Female,Science,62.5,31.4,Final
8097,Student_8097,III,Female,Science,55.9,60.2,Mid
8098,Student_8098,I,Male,Science,83.8,71.0,Final
8099,Student_8099,II,Male,Science,19.8,39.8,Mid
8100,Student_8100,III,Female,Science,43.8,71.6,Final
8101,Student_8101,I,Female,Science,77.6,63.0,Mid
8102,Student_8102,II,Male,Science,52.5,49.7,Final
8103,Student_8103,III,Male,Science,65.1,56.0,Mid
8104,Student_8104,I,Other,Science,80.1,74.3,Final
8105,Student_8105,II,Female,Science,82.4,98.2,Mid
8106,Student_8106,III,Female,Science,85.1,82.5,Final
8107,Student_8107,I,Other,Science,55.0,44.0,Mid
8108,Student_8108,II,Male,Science,59.0,76.5,Final
8109,Student_8109,III,Other,Science,62.2,66.4,Mid
8110,Student_8110,I,Other,Science,54.1,48.0,Final
8111,Student_8111,II,Female,Science,41.9,52.6,Mid
8112,Student_8112,III,Female,Science,83.7,73.5,Final
8113,Student_8113,I,Other,Science,43.8,52.3,Mid
8114,Student_8114,II,Male,Science,76.6,98.1,Final
8115,Student_8115,III,Male,Science,48.3,44.5,Mid
8116,Student_8116,I,Other,Science,57.7,47.1,Final
8117,Student_8117,II,Male,Science,95.5,81.3,Mid
8118,Student_8118,III,Other,Science,100.0,82.5,Final
8119,Student_8119,I,Other,Science,42.3,58.0,Mid
8120,Student_8120,II,Female,Science,87.3,87.4,Final
8121,Student_8121,III,Male,Science,95.9,84.2,Mid
8122,Student_8122,I,Other,Science,62.1,55.4,Final
8123,Student_8123,II,Other,Science,81.9,85.1,Mid
8124,Student_8124,III,Female,Science,95.2,78.9,Final
8125,Student_8125,I,Male,Science,68.5,61.9,Mid
8126,Student_8126,II,Female,Science,100.0,95.8,Final
8127,Student_8127,III,Female,Science,79.3,92.2,Mid
8128,Student_8128,I,Male,Science,56.7,60.5,Final
8129,Student_8129,II,Female,Science,37.3,44.3,Mid
8130,Student_8130,III,Male,Science,97.9,98.5,Final
8131,Student_8131,I,Other,Science,72.8,76.3,Mid
8132,Student_8132,II,Female,Science,46.9,33.7,Final
8133,Student_8133,III,Other,Science,75.9,82.9,Mid
8134,Student_8134,I,Female,Science,73.1,75.5,Final
8135,Student_8135,II,Other,Science,46.3,38.4,Mid
8136,Student_8136,III,Other,Science,53.3,65.9,Final
8137,Student_8137,I,Male,Science,88.0,89.5,Mid
8138,Student_8138,II,Female,Science,92.6,90.7,Final
8139,Student_8139,III,Other,Science,54.3,58.7,Mid
8140,Student_8140,I,Female,Science,37.4,42.3,Final
8141,Student_8141,II,Male,Science,51.9,49.0,Mid
8142,Student_8142,III,Other,Science,54.2,63.0,Final
8143,Student_8143,I,Male,Science,57.1,54.6,Mid
8144,Student_8144,II,Other,Science,58.1,62.8,Final
8145,Student_8145,III,Other,Science,26.1,23.6,Mid
8146,Student_8146,I,Male,Science,85.0,78.0,Final
8147,Student_8147,II,Male,Science,80.6,76.1,Mid
8148,Student_8148,III,Other,Science,85.3,88.0,Final
8149,Student_8149,I,Female,Science,82.9,59.0,Mid
8150,Student_8150,II,Other,Science,72.3,66.7,Final
8151,Student_8151,III,Other,Science,51.4,60.8,Mid
8152,Student_8152,I,Male,Science,66.9,59.3,Final
8153,Student_8153,II,Other,Science,78.4,81.9,Mid
8154,Student_8154,III,Female,Science,91.9,85.9,Final
8155,Student_8155,I,Other,Science,82.5,78.9,Mid
8156,Student_8156,II,Male,Science,45.8,43.7,Final
8157,Student_8157,III,Male,Science,85.6,81.0,Mid
8158,Student_8158,I,Female,Science,23.1,35.4,Final
8159,Student_8159,II,Female,Science,72.1,79.3,Mid
8160,Student_8160,III,Female,Science,50.3,56.5,Final
8161,Student_8161,I,Male,Science,75.5,80.2,Mid
8162,Student_8162,II,Female,Science,100.0,89.4,Final
8163,Student_8163,III,Other,Science,54.7,49.6,Mid
8164,Student_8164,I,Other,Science,97.5,94.3,Final
8165,Student_8165,II,Other,Science,89.5,90.0,Mid
8166,Student_8166,III,Male,Science,93.7,70.6,Final
8167,Student_8167,I,Other,Science,59.9,66.3,Mid
8168,Student_8168,II,Female,Science,72.5,63.9,Final
8169,Student_8169,III,Other,Science,46.9,38.0,Mid
8170,Student_8170,I,Other,Science,46.4,38.3,Final
8171,Student_8171,II,Male,Science,78.1,81.8,Mid
8172,Student_8172,III,Other,Science,36.8,47.1,Final
8173,Student_8173,I,Female,Science,51.4,47.1,Mid
8174,Student_8174,II,Other,Science,87.7,86.7,Final
8175,Student_8175,III,Female,Science,72.8,75.1,Mid
8176,Student_8176,I,Male,Science,40.3,44.4,Final
8177,Student_8177,II,Other,Science,83.1,74.6,Mid
8178,Student_8178,III,Male,Science,38.6,40.2,Final
8179,Student_8179,I,Other,Science,68.6,77.7,Mid
8180,Student_8180,II,Male,Science,58.7,33.1,Final
8181,Student_8181,III,Other,Science,72.1,57.7,Mid
8182,Student_8182,I,Female,Science,91.2,95.2,Final
8183,Student_8183,II,Male,Science,55.1,37.1,Mid
8184,Student_8184,III,Male,Science,19.6,33.5,Final
8185,Student_8185,I,Male,Science,35.8,47.8,Mid
8186,Student_8186,II,Other,Science,54.6,59.4,Final
8187,Student_8187,III,Other,Science,91.6,77.8,Mid
8188,Student_8188,I,Other,Science,41.7,48.3,Final
8189,Student_8189,II,Female,Science,50.7,41.9,Mid
8190,Student_8190,III,Female,Science,81.2,90.4,Final
8191,Student_8191,I,Other,Science,46.8,44.8,Mid
8192,Student_8192,II,Male,Science,39.1,37.0,Final
8193,Student_8193,III,Other,Science,28.3,34.8,Mid
8194,Student_8194,I,Female,Science,90.0,84.9,Final
8195,Student_8195,II,Female,Science,64.1,73.0,Mid
8196,Student_8196,III,Female,Science,57.6,69.5,Final
8197,Student_8197,I,Other,Science,70.7,76.0,Mid
8198,Student_8198,II,Other,Science,40.9,52.3,Final
8199,Student_8199,III,Other,Science,75.0,87.5,Mid
8200,Student_8200,I,Male,Science,100.0,96.3,Final
8201,Student_8201,II,Male,Science,76.5,78.5,Mid
8202,Student_8202,III,Other,Science,66.8,68.3,Final
8203,Student_8203,I,Other,Science,25.7,28.4,Mid
8204,Student_8204,II,Male,Science,59.3,64.3,Final
8205,Student_8205,III,Other,Science,53.7,79.0,Mid
8206,Student_8206,I,Male,Science,55.6,45.9,Final
8207,Student_8207,II,Other,Science,72.5,51.6,Mid
8208,Student_8208,III,Other,Science,37.5,42.4,Final
8209,Student_8209,I,Female,Science,62.0,60.8,Mid
8210,Student_8210,II,Male,Science,91.6,88.7,Final
8211,Student_8211,III,Other,Science,35.9,40.3,Mid
8212,Student_8212,I,Male,Science,82.8,88.5,Final
8213,Student_8213,II,Female,Science,31.6,27.8,Mid
8214,Student_8214,III,Female,Science,50.0,63.3,Final
8215,Student_8215,I,Male,Science,59.6,50.9,Mid
8216,Student_8216,II,Female,Science,25.4,30.1,Final
8217,Student_8217,III,Other,Science,51.9,74.0,Mid
8218,Student_8218,I,Male,Science,28.1,38.9,Final
8219,Student_8219,II,Female,Science,41.5,44.8,Mid
8220,Student_8220,III,Male,Science,81.5,72.8,Final
8221,Student_8221,I,Female,Science,100.0,100.0,Mid
8222,Student_8222,II,Male,Science,60.5,52.4,Final
8223,Student_8223,III,Male,Science,70.0,65.7,Mid
8224,Student_8224,I,Female,Science,77.3,69.2,Final
8225,Student_8225,II,Male,Science,44.1,50.4,Mid
8226,Student_8226,III,Male,Science,66.1,60.4,Final
8227,Student_8227,I,Other,Science,74.7,63.3,Mid
8228,Student_8228,II,Other,Science,53.1,61.5,Final
8229,Student_8229,III,Male,Science,73.9,81.5,Mid
8230,Student_8230,I,Other,Science,59.2,63.9,Final
8231,Student_8231,II,Female,Science,27.6,42.4,Mid
8232,Student_8232,III,Male,Science,85.3,72.8,Final
8233,Student_8233,I,Other,Science,92.9,98.1,Mid
8234,Student_8234,II,Female,Science,67.1,83.4,Final
8235,Student_8235,III,Male,Science,29.1,52.6,Mid
8236,Student_8236,I,Male,Science,90.6,75.2,Final
8237,Student_8237,II,Other,Science,88.2,77.8,Mid
8238,Student_8238,III,Male,Science,33.7,41.9,Final
8239,Student_8239,I,Female,Science,69.3,62.5,Mid
8240,Student_8240,II,Male,Science,42.7,54.3,Final
8241,Student_8241,III,Other,Science,90.7,91.4,Mid
8242,Student_8242,I,Other,Science,56.1,63.7,Final
8243,Student_8243,II,Female,Science,69.9,81.5,Mid
8244,Student_8244,III,Female,Science,53.9,44.9,Final
8245,Student_8245,I,Female,Science,51.0,47.2,Mid
8246,Student_8246,II,Female,Science,25.1,28.6,Final
8247,Student_8247,III,Other,Science,60.7,53.6,Mid
8248,Student_8248,I,Other,Science,86.5,85.2,Final
8249,Student_8249,II,Male,Science,26.0,33.7,Mid
8250,Student_8250,III,Other,Science,25.6,35.1,Final
8251,Student_8251,I,Male,Science,86.4,78.3,Mid
8252,Student_8252,II,Male,Science,64.5,63.3,Final
8253,Student_8253,III,Female,Science,57.2,59.9,Mid
8254,Student_8254,I,Male,Science,36.0,38.3,Final
8255,Student_8255,II,Other,Science,96.3,85.1,Mid
8256,Student_8256,III,Other,Science,76.6,69.5,Final
8257,Student_8257,I,Male,Science,35.2,35.9,Mid
8258,Student_8258,II,Male,Science,90.7,67.8,Final
8259,Student_8259,III,Female,Science,59.0,59.2,Mid
8260,Student_8260,I,Other,Science,54.0,48.7,Final
8261,Student_8261,II,Female,Science,66.1,58.6,Mid
8262,Student_8262,III,Other,Science,51.1,68.3,Final
8263,Student_8263,I,Male,Science,63.1,65.5,Mid
8264,Student_8264,II,Female,Science,53.8,55.0,Final
8265,Student_8265,III,Male,Science,71.3,95.6,Mid
8266,Student_8266,I,Male,Science,40.1,36.9,Final
8267,Student_8267,II,Other,Science,52.6,70.7,Mid
8268,Student_8268,III,Male,Science,57.4,29.8,Final
8269,Student_8269,I,Male,Science,57.9,49.9,Mid
8270,Student_8270,II,Female,Science,66.2,75.0,Final
8271,Student_8271,III,Other,Science,84.8,61.8,Mid
8272,Student_8272,I,Female,Science,91.0,79.4,Final
8273,Student_8273,II,Male,Science,82.8,76.3,Mid
8274,Student_8274,III,Other,Science,90.5,86.1,Final
8275,Student_8275,I,Female,Science,84.2,87.1,Mid
8276,Student_8276,II,Other,Science,92.7,94.8,Final
8277,Student_8277,III,Male,Science,57.9,51.8,Mid
8278,Student_8278,I,Other,Science,43.9,22.6,Final
8279,Student_8279,II,Male,Science,89.2,81.0,Mid
8280,Student_8280,III,Other,Science,75.4,58.0,Final
8281,Student_8281,I,Female,Science,70.8,68.7,Mid
8282,Student_8282,II,Other,Science,19.1,24.1,Final
8283,Student_8283,III,Female,Science,100.0,95.8,Mid
8284,Student_8284,I,Male,Science,65.9,45.8,Final
8285,Student_8285,II,Male,Science,86.2,96.9,Mid
8286,Student_8286,III,Female,Science,74.3,74.7,Final
8287,Student_8287,I,Male,Science,56.2,44.3,Mid
8288,Student_8288,II,Female,Science,42.5,47.6,Final
8289,Student_8289,III,Male,Science,66.1,67.5,Mid
8290,Student_8290,I,Female,Science,100.0,91.9,Final
8291,Student_8291,II,Male,Science,51.0,49.4,Mid
8292,Student_8292,III,Male,Science,59.3,61.3,Final
8293,Student_8293,I,Female,Science,68.0,63.1,Mid
8294,Student_8294,II,Female,Science,80.1,72.3,Final
8295,Student_8295,III,Female,Science,10.2,37.1,Mid
8296,Student_8296,I,Female,Science,100.0,100.0,Final
8297,Student_8297,II,Female,Science,63.5,60.6,Mid
8298,Student_8298,III,Female,Science,98.4,88.1,Final
8299,Student_8299,I,Female,Science,88.3,76.5,Mid
8300,Student_8300,II,Other,Science,21.5,31.5,Final
8301,Student_8301,III,Female,Science,38.1,56.9,Mid
8302,Student_8302,I,Female,Science,56.0,45.4,Final
8303,Student_8303,II,Other,Science,56.2,45.4,Mid
8304,Student_8304,III,Female,Science,30.7,38.2,Final
8305,Student_8305,I,Other,Science,100.0,100.0,Mid
8306,Student_8306,II,Female,Science,66.9,75.2,Final
8307,Student_8307,III,Male,Science,53.4,57.8,Mid
8308,Student_8308,I,Female,Science,57.1,57.5,Final
8309,Student_8309,II,Other,Science,29.1,40.4,Mid
8310,Student_8310,III,Male,Science,58.0,62.1,Final
8311,Student_8311,I,Male,Science,61.5,56.9,Mid
8312,Student_8312,II,Female,Science,95.0,83.2,Final
8313,Student_8313,III,Other,Science,70.2,68.4,Mid
8314,Student_8314,I,Female,Science,33.6,36.2,Final
8315,Student_8315,II,Female,Science,66.0,76.1,Mid
8316,Student_8316,III,Female,Science,79.9,80.4,Final
8317,Student_8317,I,Female,Science,23.0,31.3,Mid
8318,Student_8318,II,Male,Science,32.2,41.4,Final
8319,Student_8319,III,Female,Science,32.8,41.3,Mid
8320,Student_8320,I,Other,Science,71.5,68.5,Final
8321,Student_8321,II,Other,Science,84.7,80.4,Mid
8322,Student_8322,III,Other,Science,79.4,80.9,Final
8323,Student_8323,I,Male,Science,47.6,35.9,Mid
8324,Student_8324,II,Female,Science,60.3,50.0,Final
8325,Student_8325,III,Male,Science,57.5,66.0,Mid
